Sentence,Predicted Label
"TEACHER ok , great !",0
today is my condition is very good !,0
I will try to write a diary every day to record things happening in my daily life and share it with my net friends here .,1
"I will start studying there from , so there are still years to prepare for it .",0
Can we just allege that all the students show great interest in such subjects ?,0
Most of Korean might hate TOEIC .,1
I heard that the final examination will be conducted by the Ministry of Education starting this term .,0
Goodbye my lovely winter vacations ! lol,0
I hit that goggles and my right eye started bleeding .,1
I think i enter this school a day or two days ago .,0
"However , more I had hard time the more I got satisfaction .",1
My kids love corns .,1
But I felt a little hungry now .,1
Men always want to be a woman is first love - women like to be a man is last romance .,0
About me,0
I found something interested,1
"At the beginning of February , she visited ABC organisation where I worked to ask for a place for her vocational placement .",0
I ca not make out at all .,0
"when i was in colllege , my psychology teacher told me everyone would be prone to got mild depression under loneless and pressure , which is a psychology sickness that is alway ignored due to its mind level .",0
My father s name is My .,0
"In the wake of the rd day you have left , I look up the dictionary to savvy the heartbreak .",1
"I do not have a lot of money , but I have freetime so much .",0
"So , It is holiday to me .",0
"The verb to book means something like register in this case , right ?",1
I really like Australia .,1
"Because it has a different rendering engine for each version , it makes different displays with each different version .",1
This movie is very fun and sometimes feels humanistic .,0
And we talked to each other so much .,1
"In the country , if someone had a funeral , everyone - without exception - go to the family of the one who died and stay with them , try to help them to get through this , and cook for them , because they would be mourning so they ca not cook for themselves .",0
I have to buy their performance tickets somehow .,0
I was born in Japan and I live in Japan now .,0
"So , now I sitting and eating my favorite cerealy , I am like child .",1
"I am , of course , speaking as an amateur .",1
Please give me some advice .,0
Make the material to talk with them .,0
I bought low heel shoes and clothes .,0
I went to an old friend is house with other friends yesterday .,1
Olle is the best way to know about jeju island .,0
"I am a little nervous , because I have been at home since my childbirth .",0
Even an adult sometimes does not understand others ' trouble .,1
"When I was working , I began to suffer , so I ungirded my belt .",0
"Now , we go to different each universities .",1
"Every time we have to do a project , she always does not do anything , just like a queen .",1
"I said my friend , What ! ?",0
My dream in the future,1
I was very surprised at his speed and appetite .,0
I introduce myself .,1
Outsiders call this place ' the Hawaii of Korea ' .,0
Then let me know how you like it .,0
I am sorry about renewing my diary .,1
"In Japan , there are a lot of fast food restaurants around town .",0
I think it would be safer for you to stay here .,0
Are there any good ways of sleeping ?,0
"We can learn their culture , thoughts , history , religions and so on that relates to languages at the same time .",0
"Actually I think it is at the beginning , but let me finish .",1
I admit that i was lazy .,0
I want to live in NY someday,1
Hi everyone !,0
Why I did those things ?,0
"It is a kind of business book , written by a man who had worked in a company , P G .",1
It does not suffice by one millimeter .,0
This morning,1
I will never talk to stranger actively .,0
People have a custom to clean their house in Japan .,0
"So , I could not have motivation to study English .",1
"Although overcoming shyness needs some time , you can do it .",0
Do you know ?,1
I did not understand why I did not like her then .,1
Her message was very impressive .,1
Maybe it is already late to learn cooking after married .,1
I will try .,0
We ca not purchase the movies and TV programs at present in Japan .,1
Today I had a meeting with my group leader .,1
So I want to that the star give me courage .,1
I hope this situation will never happen again .,1
Mozart was genius musicians .,1
Oh no !,0
"However , some Japanese restaurants use lacquered bowls for rice . ",0
Although she is hot ! ! !,0
People easily get believe the phrase which is written in it and sometimes they do nt accept the other side s opinion .,0
a short trip,0
I was really scared because the plug was still in the socket .,1
"But , I think it strange that the team leader is words .",0
This is the application form for studying abroad .,0
I am regrettable that most foreigner folk do not know Osaka though the foreigner knows Tokyo .,1
The students concentrated on the story which is a Croatian story for minutes .,0
"I heard parents buy this small statuet , , yen .",1
I made up with various work instead of the person .,1
"Today , I am taking the TOEIC .",0
I am going to work hard on learning Japanese also .,1
When I was in the seventh grade I heard the word atomic energy for the first time .,1
I enjoyed drinking beers with my coworkers including unknown people .,0
I have not found out about the real America yet .,0
I am sorry to say that my diary today is so boring and miserable .,1
No one great person experiences only bright sides .,0
I hope one day I can go to Europe .,1
"When you have loads of unfinished things to do , when , seeing you haggard look because of impossibility to finish in time all your multiple errands , your colleagues answer you by look in which the only question can be seen through Life , is it easy for anyone in this world ? , when , throughout all day at work your free will remains oppressed and only finds its outlet in the evening in the form of some bottles of beer with people as stupid as you , when you come back home , you go and sit down in an armchair your face , your look , your mood , all that is quite known , we are all the same in these moments .",1
"By the way , recently , I lose an opptunity for exercises and I tend to gain weight .",1
I am wondering if I have been improving my literal comprehension or not .,1
Not too much but I ca not stand anywhere .,0
"My first broken heart is in militery , she is my first love",1
How comfortable ! !,1
Planning and Checking is very important .,0
On the bus I read a newspaper .,0
I turned and went out of the bookshop .,0
How amazing ! !,0
"I was sick and tired of Korean food , and I complained about that to my boss .",0
Its advantage is full impact when the camera project the field on players gaze .,1
"Am I like him just a brother , or .",0
What a terrible story !,0
Do you recall any female ones ?,0
"I hope we can help each other , make progress together !",1
I met an experienced sales rep recently .,1
"And , Is the word latest used daily life conversation .",1
"A lot of Japanese people , including me , have mixi accounts .",1
Switch it off .,0
"If it is possible , nobody think not to get a new year is offer .",0
"I am happy , because I have the good friend - ",0
"Good movie always gives happy time to any age people , is not it ?",0
It must be hard for these animals to find foods and to survive in the forests these days .,0
So I am very tired .,0
So you can enjoy it .,0
Because Apple stop to relase iPad in Japan .,0
I did shopping and others .,1
I ca not speake English .,1
We spend a long time to shadowbox and work combinations with a handler .,0
Mother is Day,1
how far from starting to study art !,1
Earnesto !,0
The atmosphere was fantastic .,1
"hello , I am Lim from Malaysia , I urgently need to improve my english shortly due to English is a major communication tools in my current working environment and I found my english is not good enough and could not totally understand anyone , I feel frustrated and hopeless , so please help me , thank you so much !",1
"The members are around years old , and I am almost as old as they are .",1
"For example , if you order an omelet , they write a shape of heart on it with tomato ketchup .",1
I often think about the question of what a successful woman is .,0
But I do not understand science .,0
native speakers of English .,1
I ca not understand why they ca not order to protect .,0
thanks for being help,0
Poor my son .,0
"Probably , Ramen originated in Japan .",1
"In a nutshell , with the above ideas , such as taking a design course , practice designing posters and other works , and reading many books , I think they would be stepping - stones to reach my goal .",0
I was surprised that taste changed so much when rice cookers were different .,0
"I do not tend to write so seriously As the report is still not done , I will do stick it out !",0
That is what I learned from Liz .,0
He is soo cool ! ! ! ! !,0
Tomorrow we will have the FIFA WORLD CUP .,1
A new era of responsibility,0
"And now , the mountain of work is towering sky - high on my desk .",0
I have not checked Lang - these days .,1
"However , individual - based marriage , so called the western lifestyle , requires us to define our own role in marriage .",1
I will have a National Examination for certified Domestic travel Service Supervisor on September th .,0
Actually it was my mother - in - law is birthday .,1
My neighbor TOTORO,0
It rained all through the day so I did nt go outside .,1
It is very tiring .,1
I think I would rather not say is more fun .,1
"Anyway I am planing to grow my hair , so I did not have my hair cut so much .",0
Yesterday my English teacher brought a great book ! XD,0
Originally I wanted to buy a Subaru Outback .,1
"The left one means brightness or brilliance , and the right one does the ideal .",1
Last bath was cool water .,1
How did I celebrate my birthday ?,1
It is important to reconstruct information in pieces .,1
Because I have to study for exams .,1
I do not know which bus to take .,0
"Despite Positive Signs , Jobs Still Hard To Find",1
I met many great friends on here and that encounter has become to support me not only skills but mental .,1
That is one of the pictures I posted .,0
To the lake again ?,1
I realized my computer is memory was full yesterday .,0
a galley worm !,1
All the things in this world are always changing and Hope will always wait for you just around the corner .,1
I will try to go to bed .,0
Free conversation,1
My hands are dried and those fingers are getting painful .,0
Well at the moment I am going to practise my Japanese and practise my song,1
I wish I had won the lottery .,1
"On another day , I met my friends .",1
The soup of curry noodles is on sale everywhere .,0
I went to my parents ' home last week to rehearse for the summer festival .,1
The ratings went up so much higher,1
Would you check my questions as to whether or not they make sense and are written in proper English ?,1
"When I arrive in America , if I feel sad , I always listen to this song to inspire me .",0
I go to station and visit a bookstore .,0
But their talking speed was so fast and British accent kept me from understanding content of movie,1
So I have to think in English when I speak English .,1
She told us it is a famous pub with cheap drinks .,0
By the tale pain table of life that I could bend,1
I like it very much !,0
I just start Lang - for maintaining my English Skills .,1
It said that emberming was famous in America .,0
Hawaii is my favorite place .,0
Cause I did not say anything but he know what I wanted to say .,1
shopping with my kids,1
Hello everyone !,1
How lazy we are !,0
" A kind of characteristics of characters in games , animes , manga and so on .",0
- One of my colleagues found the program for us .,1
i write this article to check whether it can be writen to english billboard .,0
"I have a place where I can write in English , that place is Lang - .",0
as a quick fix - question,1
I have got a influenza in the week before last .,1
I hope the victims can get through this hard time as soon as possible .,1
I love its texture and the condition of its fat .,0
Some people thought that a serious nuclear power plant accident could happen somewhere some time and that nuclear power stations should be got of .,1
I miss Sakura .,1
I am always tired nowadays .,1
I like love the world,0
Both definition and collocation have their own demerits and advantages in studying words .,1
Be careful after a quake for one month .,0
I have a huge crush on .,0
"Her family members are very friendly and funny , they are happy together .",1
"I am Robin , you can view my profile before you read this letter .",1
Maybe you can help me ?,1
Chinese characters are used in the Japanese language .,1
"Thus , bilingual education tends to be signaled as the cause of lower levels of achievement .",0
"Thus , when children go to school and have a great diversity of teachers , they learn much more than their parents could probably give them .",0
Should I go out with him ?,0
"You can see and learn many things there , for example , Japanese major characters , how to make anime , the historical valuables related to anime .",1
Long time no see .,0
I wonder if I have forgotten it .,1
This morning I got up at am .,0
Do you have a rules for health ?,0
"As for Lang - , I just voluntary offer short time for touch up , and accept kind correction .",0
I just have finished watching my princess .,1
my diary,1
I think I will keep this sentence in my mind .,1
"He should a little communicate with the students , know the reason why the student do this Whether he want to catch others attention or something .",1
There were a lot of tourists around Nikko station .,1
I could buy the book .,1
I heave not update my blog for so long -,1
We went to the night view the first night we arrived in Tokyo .,0
the wedding planner make a mistake - they both have their wedding in the same date .,1
"Almost performers wore black and costumes , so she stood up in them .",1
held in daytime in Japan so that many people have to do their own jobs .,1
"They are the pictures which I took at the shopping center located near my house , today .",1
"In my personal point , I m in favor of the former lifestyle , changeful and challenging one .",1
He used the knowledge learned to describe his room .,1
happy new year,0
Thank you all for your corrections !,0
Yesterday drink party .,0
Love with symbol Love with symbol Symbol by tattoo Symbol by tattoo Tattoo on lady Tattoo on lady Lady in quarter Lady in quarter Quarter for call Quarter for call Call out name Call out name Name of someone Name of someone Someone under arrest Someone under arrest Arrest over night Arrest over night Night at . Night at . Night romance,0
The clouds were in different shapes .,1
"You must know about the feeling of loneliness or separation , and it is much stronger when you are alone in a foreign country where you know nobody and you ca not understand what they are saying .",0
Hey little train !,0
I ca not determine .,1
"First I worked as a clerk in the shopping center , Westfield . ",1
Becaus I love playing soccer .,0
But my current weight is kg .,1
"But as you know , I am on the recovery from the depression so I began the job as a temporary worker from last October .",1
"Then someday , you will encounter an opportunity to find a way to live positively in this impermanent world .",0
Actually this is th .,1
I am not feeling energy right now .,1
I am always with Nothing can let me down in my heart and never wear a frown even when I am talking to someone upsetting me .,1
" Be appreciated for warmth and professional presentation , by both domestic and foreign tourists , ",0
"On the fourth day , the rabbit bounced into the convenience store and shouted Shopkeeper , are there any pliers ? ",0
"I was , for example , at the Cocteau Twins , The Cure , and Genesis concerts .",0
I won just once in three games .,0
"First of all , there might have good traffic without waiting too much time so that I do nt have to waste time to commute between home and office .",0
Sometimes I actually skip my schedule !,0
I had a really nice day .,1
Today was .,0
"I wo not explain in detail in this entry , but the BGM is cool .",1
"By the way , I am having a headache .",0
"At the office , she is a manager of a corporation and is always swamped with work .",1
I got up late this morning .,1
they were really beautiful .,1
The teacher explained that come by myself meant come alone and continued to explain like this,0
Athletic festival for local populace .,1
" In Japan , all the teachers tell us to say I am fine thank you and you ? lol ",0
Why is it so popular among Japanese people ?,0
I did not care about what kind of houses I lived in .,1
I can also enjoy the foreigner is reaction to the movie .,0
Just enough !,0
Playing sports is good for students .,1
Do you like Ninja ?,0
I will have an important exam at university so I must study hard .,1
The problem is how much I earn in those places .,1
I am going to start it after I finish this cake .,0
"I tent to do some exercise in my spare time , not only I can do some things that I interested in , but also I would prefer to make different friends , we have diverse culture and language , which improve our relationship and own language .",0
relaxing and shopping,1
I know what I need is to wait and think for a while .,1
"But , his great achievement never died .",0
"This TV program is aired from o ' clock on Saturdays , so my family always watches it together .",1
Comparison Contrast,0
?,0
Today is a gtamar is class .,0
"So when I start eatnig some snacks , I eat it all .",0
"In fact , he is a tender , a polite , a sweet man who helps with the housework too .",0
He and his wife are very kind and nice person .,1
And now I have strong motivation to post here regularly .,1
"Today , When I went to work , I felt that atmosphere of restaurant is really something quiet .",1
My younger daughter took to my father .,1
I thought that I would like not to go out from the sauna before him .,0
I love TVXQ .,1
"Last Sunday , I made a whole of shiffon cake , but the size of the cake was one - half compared to the normal one .",1
Please correct this sentence .,0
What do you trust ?,0
The shower of English,0
"I tried to figure out what the whole sentence meant by checking the word spoon as a verb in my dictionary , hoping to make sense .",0
I would like to make more .,0
thank you .,0
I am writing that first .,0
For daily life work and rest abnormal I to say that compute early .,0
We shared fried rice with salty chicken and diced beef with vegetables .,1
I think she is very sad and goes to the offices .,1
?,0
I really enjoyed my time with them .,1
"Teacher said do not read , it is important to speak with words you can use . ",0
"I will never forget , I met at high school with friend and teacher and dear person .",1
"Like me , I am not very patient and sensitive about numbers , but now my work is closely related to numbers . It makes me learn to be much more patient and careful .",1
There are weeks and months left .,1
Moreover because of a thing that you do nt want to change !,0
of these message .,1
"If you hope to exchange Japanese and English with me , ",1
"If you work hard , you will spend a good time in your school life and your parents will be please to your growth too .",0
I do not mean this is just for studying .,1
"At the office , she is a manager of a corporation and is always swamped with work .",1
I am now desperately hunting for a job .,0
"However many Japanese makers , such as Toyota and Panasonic , are suffering from strong Yen .",1
I am mentally retarded too .,1
"For example , Akira is a common name .",0
"well , today",0
I felt kind of isolated even though people in my group were really nice .,1
I heard it is hard to find a job now in japan .,0
All Greetings !,1
The mountain was colored red or yellow .,1
 Not learning ' is against the teacher is goal and is the biggest challenge to me .,0
This is what I am trying to say,1
He slept while driving .,0
It s very helpful for me .,0
This attraction was to dispose of mosquitos with the gun .,1
I did not like English .,1
The actors are maybe American or British .,0
Mozart was a genius .,1
But it was a good practice to make a sentence instantly .,0
About my hometown,0
"Through the thin and dark road , we arrived the top of the mountain .",0
A fried rice she cooked is very nice .,1
I hope we can eat other vegetables .,0
"It was successful , but later he got mentally sick and was absent for six months .",1
It takes about min by walk one way .,0
I wonder how the scenes were made .,1
He knows the other car owner .,0
"Nearly all my classmates decided to take it , so finally I took part in it .",0
This word substitutes for a noun .,1
thanks very much for your help !,0
"Firstly , I felt unconfident , for I knew that I m common and small person ",0
I have questions for you about some phrases .,0
My cat loves to hold my Wacom .,0
My head was very tired because I was thinking about too complicated things .,1
I wanted to go in PSI from bofore .,1
Please let me introduce a proverb of native American .,0
I refilled water into my water bottle because a water server was installed in the market .,1
It was really delicious .,1
means smile,0
I have to study all day .,1
"Since it was the first time for me to go abroad , ",0
I will have a medical examination next week .,0
See you again !,0
"Deep talking , We raised .",1
"Yesterday , I went to the internet room but I had a short time to play language .",0
objectively consider about the political and financial issues in Okinawa .,0
I am so sleeply,0
Japan will face a serious economic crisis .,1
"She does not know how to cook , to do laundry and to clean rooms because a helper is in her house .",0
"Usually it is rainny , cloudy and cool .",1
"As we don ' t have a child , we do not display them any more .",0
The sun in the summer,0
They told us a lot of important things .,0
Too busy a day .,1
"If I go on a business trip alone , I can not go to a restaurant .",0
"This is my homework , please make corrections ",0
The date to visit him is on thuseday in June third after tomorrow .,0
how to be forgiven by them ?,1
Even some people can work at home using a computer or telephone .,1
Kamehameha is No . from a questionnaire .,1
I am Japanese .,0
Do you know the word ' fair trade ' ?,1
I am cheering on Sweden .,1
Do you often use that phrase ?,0
I have confidence to improve both my English and Japanese since I met good teachers .,1
P S,0
"After I started to focus on painting , my blog started to bother me .",1
It was from Natalya .,1
"As for this evening , I will have to go to a relative is house because my aunt had passed away the day before yesterday .",1
"Mother , father , sister , brothers .",0
"This will make our cost down and make our life happier , I think .",1
"Last , LOVE zukkyun by soutaiseiriron .",1
"For me , it is not just a waste of money , but a reflection of students ' values .",0
But I still want to try it .,0
I decided to have a leisurely weekend and just watch TV all day .,0
thanx for just reading,1
Thank you a lot of for last letter .,1
I want to go out without my heavy clothes .,0
Teen Girl,1
I will not give up in half way .,0
"However , thinking is always easier than doing .",1
Please correct me,1
I took a German examination today .,0
That changed my life forever .,0
I prayed,0
There were over people in the audience .,1
I want to talk about my hobbies .,0
Earthquake in Japan on March th,1
I m glad you have nt brought me back an in - law from Alberta,1
"But , alas !",0
Some insects such as ants come into a room through chinks .,0
and why do I not want to give this ? ? ?,0
Tomorrow morning I will get up early and go out to run .,0
I think we ca not avoid taking some risks to enjoy our lives .,1
And I am going to go to the movietheater to see Night and day with friends tomorrow .,1
It was not cold but definitely not hot either .,0
someone will do . I am really happy for you .,1
I may choose a small one though it has some risks .,1
I wo not know until I buy them .,1
"but I had to work at my desk , eagerly .",1
"Even so , I was able to get the gist and enjoyed it .",1
The relation of self and friends is not make use of ehch other .,0
A nickname is bean in English .,0
I like to go there because I can shift mood and I can be comfrortable .,0
I talk to him the reason that Korea educational poliscy have problem that focus on the grammer not lisning and speaking before .,0
Great friends,1
This is one of the reason why the toss of a coin is nt common .,0
Getting SUSHI vinegar,0
The subtitle of this book is Simple ways to keep the little things from taking over your life .,1
Having a cold,0
The story is the single man who is years old living with girl who years old .,1
I run in the night .,0
Do not worry .,0
"He said me If you really really want it , go , but I am not sure I can wait for you ",1
"If you get lost , ring me !",0
"However , a teacher who heard a song admitted that two people went for second selection just after that .",0
The Toeic Score,1
I hope to improve my english here .,1
dreaming their success .,1
There are so many things to do .,0
I hope friends could help me .,1
But I must go to school to study neurological disorder now .,1
I checked the weather forecast on my mobile phone yesterday and it was interesting that it will be like a sauna tomorrow !,0
"For example , the animation South Park . It is an animation full of bad language .",1
by my grandmother when I was born .,1
My hobby is reading books .,0
all the time .,0
"In high school , I can enjoy being myself with my friends , and I can express my true me .",1
I was disappointed when Charlie could not get the Golden Ticket but I jumped up to be glad in my mind when he got the last one after later .,1
So I felt that Apple is very strong .,1
"Otherwise , I did a free conversation with all of the class members and my teacher for about twenty minutes .",1
I must be mistaken about something .,0
What does this mean ?,1
"Anyways , I am satisfied that I could learn the direction .",1
Oh my holiday will be over but i feel this summer is too normal .,1
"Most of all the time , we used electronic dictionary and spoke awful English .",1
"And if you guys can help me , I want to know more about the verbs .",1
"If I refuse it in Chinese , it will not be as powerful as in Taiwanese , it is rude though .",0
So I asked her to meet on Christmas .,0
The students concentrated the story which is Croatian story for minutes .,0
"The last time I took TOElC TEST was July , about two years ago .",0
Because it was small and it was not in the house .,1
We are going too far if we draw some conclusion that Chinese education must be changed after a comparison between Chinese educational system and the American one .,0
But current weights are kg .,0
"Recently , i was busy with a project .",1
F,0
I would like to introduce myself briefly .,0
"He usually complains to me that if he had a time machine , he would remind himself to be a scientist rather than be a guitar player .",0
free bus,0
I came back to London last Sunday .,1
But the box of many books was too hard to carry for us .,1
It was working until the afternoon .,0
He hitted drum with full of smile .,0
My first impression of America,0
There were many people .,0
Completely !,0
The weather is very strange .,1
"Though I never go to a fitness gym , I will start training at home .",0
I started to learn lang - today .,0
I thought it was a little unfair for me besause I always the first one to answer the questions .,1
Do you finish it ?,0
Usually i use casually Japanese .,1
Learning English,1
"By the way , I like my mother cooking lunch box ",0
"After all , I chose the one which has a picture of some famous animals in Australia such as koala , kangaroo , and wombat .",0
And you get a good return .,0
I started studying English about two months ago .,1
B But you need to repay the money after you get your salary .,0
And your email is almost perfect .,0
"In the dent in the middle of the rock , there are two people walking .",1
It seems that these wire hangers that crows collect and put on utility poles cause a short and eventually result in blackouts .,1
So I decided to buy a large size of food carrier to test my amazing idea .,0
I saw a lot of deers .,1
I am currently attending an international school .,1
"Secondary , buying those products will become a presser of financial system of houses .",1
I listened to his victory speech on YouTube before and I was impressed too .,1
I really do not know how to handle these kids or their weird ideas that make bad influence on their class .,1
"I am watching the rain through the window , and speaks to myself .",1
Go home,0
"I am , of course , speaking as an amateur .",1
"In connection with it , in agriculture transgenic agricultural technologies have been begun to be used .",0
Is your country a season of summer ?,0
"In , when I traveled in U .",0
"I felt strange but funny because teacher was closer than usual , and we can talk morefrankly in classroom .",0
"She did not look spiritless , so I and other friends gave her a lift .",1
The exception has to be,0
But I ca nt upload them to lang - site now and will upload them all together when connected or in the office tomorrow .,1
I wish the handouts were made automatically .,1
"Anyway , it is nice to be here , though I guess I have to try my best to keep up the practice , writing a short diary or something else .",0
I logged in Second Life to study English .,0
I will write in Korean .,0
Chocolate Disco is a very pretty song,0
It is one of the Chinese noodles in Japan .,0
Question,1
The wind is very strong and it is raining . The temperature is also very low .,0
I do different things that they want .,0
I often drink the alcohol to relax after studying for a long time .,1
See you again !,0
It sounds normal .,0
"Since I was born , I have a different life form other people .",0
Far from itThey are famous Catholic laity .,1
Aftershock has still been keeping .,1
" By the way , sorry to change the subject suddenly but , today I went to an aquarium with my GF and saw this message that had really confused me .",1
I am eating hot noodles for breakfast .,1
"If I were in this situation , I would choose the piano version of Faure is impromptu No . in D flat major , which was written in .",1
Sudden text,1
Brand jeans and shirts in Japan are .,0
I am the monkey you saved this afternoon and I have come here to repay your kindness,0
"I have a lot of dreams , they never come true . My lazy is a very big problem .",0
That means this album is well constructed like a good full - course meal .,0
"that are still practiced today , much to the intrigue and wonderment of its audience .",0
- Sweet potatoes one of my friends gave me a few days ago .,0
I will have to come here often .,0
It went to the cafe named Maruge with the friend yesterday .,0
I called a city office and asked if they had my bicycle .,1
"In the context of the current healthcare reform , I want to know how this point is discussed .",0
"As you know , in companies , there are very many workers , and we can call them co - workers except you .",1
d Which languages do you like ?,0
"It is been very cool for the last few days , though it was rather hot until only a while ago .",0
- or on another open air,1
in English,1
"I ca not think that I can speak English well , on the other hand , I can get a nerve .",1
There is no end of interesting conversation .,1
The match was cancelled because most of the members a match without a standard court .,1
I will be good English speaker even though I can not speak Englsh .,1
"After I ate lunch , I went to change my shoes heels .",0
it was good .,0
I have one thing I want to do today .,0
It is colorful and beautiful .,1
"I went shopping with my husband to our favorite store , BARNEYS NEW YORK in Shinjyuku .",1
P . S,0
"We come across many English words in Japanese cartoons , video games and lyrics of songs .",0
It was working until the afternoon .,0
Hair cut,0
"By the time my grandpa died , most of them had not actually been practiced so often .",1
Japanese are eager to do things on time .,0
I think that flu is someone .,0
The day before departure we changed rubles on lirs at the currency exchange and bought souvenirs for our relatives .,1
"Way to go , mother !",0
"If they say they want to live large , ",0
"It is so crazy to go home at p .m . and wake up at a .m . , ",0
How about these expressions ? Please correct,1
"His novels ' vocabulary is my limitation , and I need a lot of time to write in English .",1
So I am writing this entry now .,1
english paragraph about Checkov is The Bet,1
Most of us eager to have a romantic love just like a beautiful princess meets a handsome prince .,1
"I start quickly becoming your part of past but in that instant , I get to share your present , and YOU get to share mine and THAT is the greatest present of all .",1
I am so sweaty now .,0
The data master hoped he could have a nice sleep tonight .,1
I was very glad and really impressed with his improvement and efforts .,0
What s your dream ?,0
"Next , I want to show you how I met Yosakoi .",1
"Coffee makes me refreshed , milk tea makes me conformed , green tea makes me relaxed .",1
"I like travelling . If you travel to my home , I will be very happy to show you around !",1
"In my opinion , DALADALA is the worst transportation in the world .",0
What do I have to wear ?,0
we is going to make potofu .,0
"While I was configuring WMP , I noticed that I can listen to internet radio via WMP .",0
"I felt I really knew his admirable personal character . If a natural born educator exists , he is exactly that .",0
The music,1
I was surprised that there are decoies of frant in lang - .,0
"But I have to do it , because I ca not graduate from my school .",0
I had the worst expierence of my life on new year is day .,1
I have to research to get a Master is degree .,1
I enclose my CV .,1
Do You like J - rock Visual Key ?,0
Sometimes you get what you are not interested in .,0
I corrected some Japanese entries written by others for the first time .,1
"Today , we spoke about space .",0
"While I was riding it , something fell down on around my knee .",1
I always say to the teacher ' May I cancell the next lesson ? ' .,1
"The sub - points will contain a parallel structure to each other since they will all deal with the question how Laforgue s character , his physical appearance , and his relation to religious belief , God , the Savages and Daniel Davost change at the different stages of his mission .",1
Boston Celtics got off to a good start this season .,0
"It is a short reply , It make our conversation smoothly .",0
Is that money ? Honour ? Social position ?,0
June,0
My old friend called me and said let is me help her niece s work in Chinese .,0
"listening , speaking , reading , and writing skills .",1
Happiness day,1
"I saw the trailer on Youtube a little while ago , and I found that it was so scary , like a horror movie .",1
"So , I m tired . Besides , I am sleepy .",1
"For example , even after a huge earthquake happened , I have never heard people in the area complain about a terrible daily life .",0
"The woman loves him deep , but the man is not at all , ",1
But I think I have a lot of problem to improve .,1
It s dark and a little creepy on the mound now .,1
It was very exciting .,0
"Taking into account of all factors I give above , we may safely draw a conclusion that improving school is not the most important factor in successful development of a country .",0
They will eat nothing since becoming images .,0
It seems a great place to make friends with people from worldwide and to improve my language skill .,0
These techniques are very important and I was amazed .,0
"So my major is not related to food my major is law , I do not have enough knowledge about food .",0
The Byzantine Emperor Basil was busy with the campaign to subjugate the Bulgarians .,1
This is my rating absolutely charming !,0
Please consider that we are living in this flat and using the facilities every day .,1
I like it class because the teacher is a really funny class .,0
"Being a very smart person and talented writer , Voinovich predicted too accurately what way Russian post - soviet society tended to choose .",1
" NOTE everyone singular subject , so you must use singular verb has .",1
"I do not remember how many times I mentioned it , but again it is high time I focused much more on input training .",0
I recommend you to eat Sushi there .,0
in hours and half - flight .,1
"By the way , I have changed my work time .",0
Waiting time chatted for a long time .,0
"for college , I could play it .",1
Poor My Friend John,0
What is it ?,0
I learned the words about ' the feelings of excitement and delight ' today .,0
"Hi , Lang - ! !",0
China is from Chin .,0
Even though I was really lazy I went there .,0
Just google or search on Youtube .,1
So I have to separate completely my things and work .,0
I am going to go sightseeing in Korea with my cousin .,0
They can feel our love and patience .,1
I really appreciate her help .,1
"He had not been playing with his best friend Campanella , who was popular among his classmates , for a long time .",0
"please , help me , thanks a lot ",1
Should I say let me faint or make me faint ?,0
So I am very proud to write in English .,0
"But if I were forced to be in exactly the same situation like the day when I could not turn in my homework , I am still not sure I would not mumble to myself .",1
"The shelter is executive started to narrate the history , circumstance , spirit and goal of the shelter .",1
Do you often take photos ?,0
I found out that after the installation of the sound card .,0
see ya !,1
I have already bought a London travel guide .,0
how about your country ? ?,0
The reason is that I am working with people who can use only English for any communication .,0
"This is just my impression , so I do not know in real life .",1
Japanese society is rapidly aging .,1
I try to writing mail in office .,0
"Thus , adults should encourage them to have opportunities to read good materials .",0
I decided to study Japanese at that time but I felt my Japanese ability was not better than English .,0
"And I also study English and Italian , but I do nt have confident with my communication skill of these because , I have never experienced homestay or studying abroad .",0
By the way please collect my English and teach English .,1
I really overwhelmed by it has so many elocution and infinity branches .,1
So the decline of this rate in most developed countries has been and will be an unavoidable reality and agrees with the laws of progress of society .,1
I am Hanka .,0
Today I have a party to go to !,0
Where is the best city in China ?,1
"I want to be tired , not to have a good sleep , read a work pad in the morning .",0
"Now , you can see the blue sky among many clouds .",1
"After that , I cooked a meal of Korean food .",0
It was because Americans looked more open and more enjoying conversations than Japanese .,1
I could not talk to people by myself .,1
This song has such a beautiful melody !,0
"Today , I modeled for my older sister .",0
We kept a promise to do Karaoke on Skype tomorrow again .,0
David put his hurt into piano .,0
I am a company employee who is years old .,0
Is not it a little funny ?,1
I feel a little better now .,1
Have a nice day !,1
The third generation will be better than the second generation .,1
I was so jealous of them .,0
I am writing my first diary to let you know how useful this service is .,0
The First Dairy !,0
Oh I wrote just a part of my huge experience .,0
"However , I want to live in tokyo someday ! !",1
"Should I go for a subject major which I am pretty fond of , but I am uncertain whether I have real talent for that and my favourite subject is not always that popular , so I really have to take my future jobs into account .",1
"If we want to earn money , I have to make a company , and we have to do better that machines if we want to get job .",1
I am going to tell you what I have done today .,0
"But if I were forced to be in exactly the same situation as the day when I could not turn in my homework , I am still not sure I would not mumble to myself .",1
"But , I yerned to learn english .",0
I have practiced juggling for years .,0
the cheap pray,0
"Also , in the world , actions driving nuclear electric - power policy seems to certainly slow down .",0
She gave me a line in Japanese and asked me to translate it into a natural English .,1
"Yesterday s run was pretty special , though I jog daily in the riverside park .",0
I should said let me faint or make me faint ?,0
